n,max_load,rounds,
1000,3,2420,
1000,3,2418,
1000,3,2416,
1000,3,2414,
1000,3,2412,
1000,3,2410,
1000,3,2408,
1000,3,2406,
1000,3,2404,
1000,3,2402,
1000,3,2400,
1000,3,2398,
1000,3,2396,
1000,3,2394,
1000,3,2392,
1000,3,2390,
1000,3,2388,
1000,3,2386,
1000,3,2384,
1000,3,2382,
1000,3,2380,
1000,3,2378,
1000,3,2376,
1000,3,2374,
1000,3,2372,
1000,3,2370,
1000,3,2368,
1000,3,2366,
1000,3,2364,
1000,3,2362,
1000,3,2360,
1000,3,2358,
1000,3,2356,
1000,3,2354,
1000,3,2352,
1000,3,2350,
1000,3,2348,
1000,3,2346,
1000,3,2344,
1000,3,2342,
1000,3,2340,
1000,3,2338,
1000,3,2336,
1000,3,2334,
1000,3,2332,
1000,3,2330,
1000,3,2328,
1000,3,2326,
1000,3,2324,
1000,3,2322,
1000,3,2320,
1000,3,2318,
1000,3,2316,
1000,3,2314,
1000,3,2312,
1000,3,2310,
1000,3,2308,
1000,3,2306,
1000,3,2304,
1000,3,2302,
1000,3,2300,
1000,3,2298,
1000,3,2296,
1000,3,2294,
1000,3,2292,
1000,3,2290,
1000,3,2288,
1000,3,2286,
1000,3,2284,
1000,3,2282,
1000,3,2280,
1000,3,2278,
1000,3,2276,
1000,3,2274,
1000,3,2272,
1000,3,2270,
1000,3,2268,
1000,3,2266,
1000,3,2264,
1000,3,2262,
1000,3,2260,
1000,3,2258,
1000,3,2256,
1000,3,2254,
1000,3,2252,
1000,3,2250,
1000,3,2248,
1000,3,2246,
1000,3,2244,
1000,3,2242,
1000,3,2240,
1000,3,2238,
1000,3,2236,
1000,3,2234,
1000,3,2232,
1000,3,2230,
1000,3,2228,
1000,3,2226,
1000,3,2224,
1000,3,2222,
1000,3,2220,
1000,3,2218,
1000,3,2216,
1000,3,2214,
1000,3,2212,
1000,3,2210,
1000,3,2208,
1000,3,2206,
1000,3,2204,
1000,3,2202,
1000,3,2200,
1000,3,2198,
1000,3,2196,
1000,3,2194,
1000,3,2192,
1000,3,2190,
1000,3,2188,
1000,3,2186,
1000,3,2184,
1000,3,2182,
1000,3,2180,
1000,3,2178,
1000,3,2176,
1000,3,2174,
1000,3,2172,
1000,3,2170,
1000,3,2168,
1000,3,2166,
1000,3,2164,
1000,3,2162,
1000,3,2160,
1000,3,2158,
1000,3,2156,
1000,3,2154,
1000,3,2152,
1000,3,2150,
1000,3,2148,
1000,3,2146,
1000,3,2144,
1000,3,2142,
1000,3,2140,
1000,3,2138,
1000,3,2136,
1000,3,2134,
1000,3,2132,
1000,3,2130,
1000,3,2128,
1000,3,2126,
1000,3,2124,
1000,3,2122,
1000,3,2120,
1000,3,2118,
1000,3,2116,
1000,3,2114,
1000,3,2112,
1000,3,2110,
1000,3,2108,
1000,3,2106,
1000,3,2104,
1000,3,2102,
1000,3,2100,
1000,3,2098,
1000,3,2096,
1000,3,2094,
1000,3,2092,
1000,3,2090,
1000,3,2088,
1000,3,2086,
1000,3,2084,
1000,3,2082,
1000,3,2080,
1000,3,2078,
1000,3,2076,
1000,3,2074,
1000,3,2072,
1000,3,2070,
1000,3,2068,
1000,3,2066,
1000,3,2064,
1000,3,2062,
1000,3,2060,
1000,3,2058,
1000,3,2056,
1000,3,2054,
1000,3,2052,
1000,3,2050,
1000,3,2048,
1000,3,2046,
1000,3,2044,
1000,3,2042,
1000,3,2040,
1000,3,2038,
1000,3,2036,
1000,3,2034,
1000,3,2032,
1000,3,2030,
1000,3,2028,
1000,3,2026,
1000,3,2024,
1000,3,2022,
1000,3,2020,
1000,3,2018,
1000,3,2016,
1000,3,2014,
1000,3,2012,
1000,3,2010,
1000,3,2008,
1000,3,2006,
1000,3,2004,
1000,3,2002,
1000,3,2000,
1000,3,1998,
1000,3,1996,
1000,3,1994,
1000,3,1992,
1000,3,1990,
1000,3,1988,
1000,3,1986,
1000,3,1984,
1000,3,1982,
1000,3,1980,
1000,3,1978,
1000,3,1976,
1000,3,1974,
1000,3,1972,
1000,3,1970,
1000,3,1968,
1000,3,1966,
1000,3,1964,
1000,3,1962,
1000,3,1960,
1000,3,1958,
1000,3,1956,
1000,3,1954,
1000,3,1952,
1000,3,1950,
1000,3,1948,
1000,4,1946,
1000,3,1944,
1000,3,1942,
1000,3,1940,
1000,3,1938,
1000,3,1936,
1000,3,1934,
1000,3,1932,
1000,3,1930,
1000,3,1928,
1000,3,1926,
1000,3,1924,
1000,3,1922,
1000,3,1920,
1000,3,1918,
1000,3,1916,
1000,3,1914,
1000,3,1912,
1000,3,1910,
1000,3,1908,
1000,3,1906,
1000,3,1904,
1000,3,1902,
1000,3,1900,
1000,3,1898,
1000,3,1896,
1000,3,1894,
1000,3,1892,
1000,3,1890,
1000,3,1888,
1000,3,1886,
1000,3,1884,
1000,3,1882,
1000,3,1880,
1000,3,1878,
1000,3,1876,
1000,3,1874,
1000,3,1872,
1000,3,1870,
1000,3,1868,
1000,3,1866,
1000,3,1864,
1000,3,1862,
1000,3,1860,
1000,3,1858,
1000,3,1856,
1000,3,1854,
1000,3,1852,
1000,3,1850,
1000,3,1848,
1000,3,1846,
1000,3,1844,
1000,3,1842,
1000,3,1840,
1000,3,1838,
1000,3,1836,
1000,3,1834,
1000,3,1832,
1000,3,1830,
1000,3,1828,
1000,3,1826,
1000,3,1824,
1000,3,1822,
1000,3,1820,
1000,3,1818,
1000,3,1816,
1000,3,1814,
1000,3,1812,
1000,3,1810,
1000,3,1808,
1000,3,1806,
1000,3,1804,
1000,3,1802,
1000,3,1800,
1000,3,1798,
1000,3,1796,
1000,3,1794,
1000,3,1792,
1000,3,1790,
1000,3,1788,
1000,3,1786,
1000,3,1784,
1000,3,1782,
1000,3,1780,
1000,3,1778,
1000,3,1776,
1000,3,1774,
1000,3,1772,
1000,3,1770,
1000,3,1768,
1000,3,1766,
1000,3,1764,
1000,3,1762,
1000,3,1760,
1000,3,1758,
1000,3,1756,
1000,3,1754,
1000,3,1752,
1000,3,1750,
1000,3,1748,
1000,3,1746,
1000,3,1744,
1000,3,1742,
1000,3,1740,
1000,3,1738,
1000,3,1736,
1000,3,1734,
1000,3,1732,
1000,3,1730,
1000,3,1728,
1000,3,1726,
1000,3,1724,
1000,3,1722,
1000,3,1720,
1000,3,1718,
1000,3,1716,
1000,3,1714,
1000,3,1712,
1000,3,1710,
1000,3,1708,
1000,3,1706,
1000,3,1704,
1000,3,1702,
1000,3,1700,
1000,3,1698,
1000,3,1696,
1000,3,1694,
1000,3,1692,
1000,3,1690,
1000,3,1688,
1000,3,1686,
1000,3,1684,
1000,3,1682,
1000,3,1680,
1000,3,1678,
1000,3,1676,
1000,3,1674,
1000,3,1672,
1000,3,1670,
1000,3,1668,
1000,3,1666,
1000,3,1664,
1000,3,1662,
1000,3,1660,
1000,3,1658,
1000,3,1656,
1000,3,1654,
1000,3,1652,
1000,3,1650,
1000,3,1648,
1000,3,1646,
1000,3,1644,
1000,3,1642,
1000,3,1640,
1000,3,1638,
1000,3,1636,
1000,3,1634,
1000,3,1632,
1000,3,1630,
1000,3,1628,
1000,3,1626,
1000,3,1624,
1000,3,1622,
1000,3,1620,
1000,3,1618,
1000,3,1616,
1000,3,1614,
1000,3,1612,
1000,3,1610,
1000,3,1608,
1000,3,1606,
1000,3,1604,
1000,3,1602,
1000,3,1600,
1000,3,1598,
1000,3,1596,
1000,3,1594,
1000,3,1592,
1000,3,1590,
1000,3,1588,
1000,3,1586,
1000,3,1584,
1000,3,1582,
1000,3,1580,
1000,3,1578,
1000,3,1576,
1000,3,1574,
1000,3,1572,
1000,3,1570,
1000,3,1568,
1000,3,1566,
1000,3,1564,
1000,3,1562,
1000,3,1560,
1000,3,1558,
1000,3,1556,
1000,3,1554,
1000,3,1552,
1000,3,1550,
1000,3,1548,
1000,3,1546,
1000,3,1544,
1000,3,1542,
1000,3,1540,
1000,3,1538,
1000,3,1536,
1000,3,1534,
1000,3,1532,
1000,3,1530,
1000,3,1528,
1000,3,1526,
1000,3,1524,
1000,3,1522,
1000,3,1520,
1000,3,1518,
1000,3,1516,
1000,3,1514,
1000,3,1512,
1000,3,1510,
1000,3,1508,
1000,3,1506,
1000,3,1504,
1000,3,1502,
1000,3,1500,
1000,3,1498,
1000,3,1496,
1000,3,1494,
1000,3,1492,
1000,3,1490,
1000,3,1488,
1000,3,1486,
1000,3,1484,
1000,3,1482,
1000,3,1480,
1000,3,1478,
1000,3,1476,
1000,3,1474,
1000,3,1472,
1000,3,1470,
1000,3,1468,
1000,3,1466,
1000,3,1464,
1000,3,1462,
1000,3,1460,
1000,3,1458,
1000,3,1456,
1000,3,1454,
1000,3,1452,
1000,3,1450,
1000,3,1448,
1000,3,1446,
1000,3,1444,
1000,3,1442,
1000,3,1440,
1000,3,1438,
1000,3,1436,
1000,3,1434,
1000,3,1432,
1000,3,1430,
1000,3,1428,
1000,4,1426,
1000,3,1424,
1000,3,1422,
1000,3,1420,
1000,3,1418,
1000,3,1416,
1000,3,1414,
1000,3,1412,
1000,3,1410,
1000,3,1408,
1000,3,1406,
1000,3,1404,
1000,3,1402,
1000,3,1400,
1000,3,1398,
1000,3,1396,
1000,3,1394,
1000,3,1392,
1000,3,1390,
1000,3,1388,
1000,3,1386,
1000,3,1384,
1000,3,1382,
1000,3,1380,
1000,3,1378,
1000,3,1376,
1000,3,1374,
1000,3,1372,
1000,3,1370,
1000,3,1368,
1000,3,1366,
1000,3,1364,
1000,3,1362,
1000,3,1360,
1000,3,1358,
1000,3,1356,
1000,3,1354,
1000,3,1352,
1000,3,1350,
1000,3,1348,
1000,3,1346,
1000,3,1344,
1000,3,1342,
1000,3,1340,
1000,3,1338,
1000,3,1336,
1000,3,1334,
1000,3,1332,
1000,3,1330,
1000,3,1328,
1000,3,1326,
1000,3,1324,
1000,3,1322,
1000,3,1320,
1000,3,1318,
1000,3,1316,
1000,3,1314,
1000,3,1312,
1000,3,1310,
1000,3,1308,
1000,3,1306,
1000,3,1304,
1000,3,1302,
1000,3,1300,
1000,3,1298,
1000,3,1296,
1000,3,1294,
1000,3,1292,
1000,3,1290,
1000,3,1288,
1000,3,1286,
1000,3,1284,
1000,3,1282,
1000,3,1280,
1000,3,1278,
1000,3,1276,
1000,3,1274,
1000,3,1272,
1000,3,1270,
1000,3,1268,
1000,3,1266,
1000,3,1264,
1000,3,1262,
1000,3,1260,
1000,3,1258,
1000,3,1256,
1000,3,1254,
1000,3,1252,
1000,3,1250,
1000,3,1248,
1000,3,1246,
1000,3,1244,
1000,3,1242,
1000,3,1240,
1000,3,1238,
1000,3,1236,
1000,3,1234,
1000,3,1232,
1000,3,1230,
1000,3,1228,
1000,3,1226,
1000,3,1224,
1000,3,1222,
1000,3,1220,
1000,3,1218,
1000,3,1216,
1000,3,1214,
1000,3,1212,
1000,3,1210,
1000,3,1208,
1000,3,1206,
1000,3,1204,
1000,2,1202,
1000,3,1200,
1000,3,1198,
1000,3,1196,
1000,3,1194,
1000,3,1192,
1000,3,1190,
1000,3,1188,
1000,3,1186,
1000,3,1184,
1000,3,1182,
1000,3,1180,
1000,3,1178,
1000,3,1176,
1000,3,1174,
1000,3,1172,
1000,3,1170,
1000,3,1168,
1000,3,1166,
1000,3,1164,
1000,3,1162,
1000,3,1160,
1000,3,1158,
1000,3,1156,
1000,3,1154,
1000,3,1152,
1000,3,1150,
1000,3,1148,
1000,3,1146,
1000,3,1144,
1000,3,1142,
1000,3,1140,
1000,3,1138,
1000,3,1136,
1000,3,1134,
1000,3,1132,
1000,3,1130,
1000,3,1128,
1000,3,1126,
1000,3,1124,
1000,3,1122,
1000,3,1120,
1000,3,1118,
1000,3,1116,
1000,3,1114,
1000,3,1112,
1000,3,1110,
1000,3,1108,
1000,3,1106,
1000,3,1104,
1000,3,1102,
1000,3,1100,
1000,3,1098,
1000,3,1096,
1000,3,1094,
1000,3,1092,
1000,3,1090,
1000,3,1088,
1000,3,1086,
1000,3,1084,
1000,3,1082,
1000,3,1080,
1000,3,1078,
1000,3,1076,
1000,3,1074,
1000,3,1072,
1000,3,1070,
1000,3,1068,
1000,3,1066,
1000,3,1064,
1000,3,1062,
1000,3,1060,
1000,3,1058,
1000,3,1056,
1000,3,1054,
1000,3,1052,
1000,3,1050,
1000,3,1048,
1000,3,1046,
1000,3,1044,
1000,3,1042,
1000,3,1040,
1000,3,1038,
1000,3,1036,
1000,3,1034,
1000,3,1032,
1000,3,1030,
1000,3,1028,
1000,3,1026,
1000,3,1024,
1000,3,1022,
1000,3,1020,
1000,3,1018,
1000,3,1016,
1000,3,1014,
1000,3,1012,
1000,3,1010,
1000,3,1008,
1000,3,1006,
1000,3,1004,
1000,3,1002,
1000,3,1000,
1000,3,998,
1000,3,996,
1000,3,994,
1000,3,992,
1000,3,990,
1000,3,988,
1000,3,986,
1000,3,984,
1000,3,982,
1000,3,980,
1000,3,978,
1000,3,976,
1000,3,974,
1000,3,972,
1000,3,970,
1000,3,968,
1000,3,966,
1000,3,964,
1000,3,962,
1000,3,960,
1000,3,958,
1000,3,956,
1000,3,954,
1000,3,952,
1000,3,950,
1000,3,948,
1000,3,946,
1000,4,944,
1000,3,942,
1000,3,940,
1000,3,938,
1000,3,936,
1000,3,934,
1000,3,932,
1000,3,930,
1000,3,928,
1000,3,926,
1000,3,924,
1000,3,922,
1000,3,920,
1000,3,918,
1000,3,916,
1000,3,914,
1000,3,912,
1000,3,910,
1000,3,908,
1000,3,906,
1000,3,904,
1000,3,902,
1000,3,900,
1000,3,898,
1000,3,896,
1000,3,894,
1000,3,892,
1000,3,890,
1000,3,888,
1000,3,886,
1000,3,884,
1000,3,882,
1000,3,880,
1000,3,878,
1000,3,876,
1000,3,874,
1000,3,872,
1000,3,870,
1000,3,868,
1000,3,866,
1000,3,864,
1000,3,862,
1000,3,860,
1000,3,858,
1000,3,856,
1000,3,854,
1000,3,852,
1000,3,850,
1000,3,848,
1000,3,846,
1000,3,844,
1000,3,842,
1000,3,840,
1000,3,838,
1000,3,836,
1000,3,834,
1000,3,832,
1000,3,830,
1000,3,828,
1000,3,826,
1000,3,824,
