n,max_load,rounds,
1000,3,822,
1000,3,820,
1000,3,818,
1000,3,816,
1000,3,814,
1000,3,812,
1000,3,810,
1000,3,808,
1000,3,806,
1000,3,804,
1000,3,802,
1000,3,800,
1000,3,798,
1000,3,796,
1000,3,794,
1000,3,792,
1000,3,790,
1000,3,788,
1000,3,786,
1000,3,784,
1000,3,782,
1000,3,780,
1000,3,778,
1000,3,776,
1000,3,774,
1000,3,772,
1000,3,770,
1000,3,768,
1000,3,766,
1000,3,764,
1000,3,762,
1000,3,760,
1000,3,758,
1000,3,756,
1000,3,754,
1000,3,752,
1000,3,750,
1000,3,748,
1000,3,746,
1000,3,744,
1000,3,742,
1000,3,740,
1000,3,738,
1000,3,736,
1000,3,734,
1000,3,732,
1000,3,730,
1000,3,728,
1000,3,726,
1000,3,724,
1000,3,722,
1000,3,720,
1000,3,718,
1000,3,716,
1000,3,714,
1000,3,712,
1000,3,710,
1000,3,708,
1000,3,706,
1000,3,704,
1000,3,702,
1000,3,700,
1000,3,698,
1000,3,696,
1000,3,694,
1000,3,692,
1000,3,690,
1000,3,688,
1000,3,686,
1000,3,684,
1000,3,682,
1000,3,680,
1000,3,678,
1000,3,676,
1000,3,674,
1000,3,672,
1000,3,670,
1000,3,668,
1000,3,666,
1000,3,664,
1000,3,662,
1000,3,660,
1000,3,658,
1000,3,656,
1000,3,654,
1000,3,652,
1000,3,650,
1000,3,648,
1000,3,646,
1000,3,644,
1000,3,642,
1000,3,640,
1000,3,638,
1000,3,636,
1000,3,634,
1000,3,632,
1000,3,630,
1000,3,628,
1000,3,626,
1000,3,624,
1000,3,622,
1000,3,620,
1000,3,618,
1000,3,616,
1000,3,614,
1000,3,612,
1000,3,610,
1000,3,608,
1000,3,606,
1000,3,604,
1000,3,602,
1000,3,600,
1000,3,598,
1000,3,596,
1000,3,594,
1000,3,592,
1000,3,590,
1000,3,588,
1000,3,586,
1000,3,584,
1000,3,582,
1000,3,580,
1000,3,578,
1000,3,576,
1000,3,574,
1000,3,572,
1000,3,570,
1000,3,568,
1000,3,566,
1000,3,564,
1000,3,562,
1000,3,560,
1000,3,558,
1000,3,556,
1000,3,554,
1000,3,552,
1000,3,550,
1000,3,548,
1000,3,546,
1000,3,544,
1000,3,542,
1000,3,540,
1000,3,538,
1000,3,536,
1000,3,534,
1000,3,532,
1000,3,530,
1000,3,528,
1000,3,526,
1000,3,524,
1000,3,522,
1000,3,520,
1000,3,518,
1000,3,516,
1000,3,514,
1000,3,512,
1000,3,510,
1000,3,508,
1000,3,506,
1000,3,504,
1000,3,502,
1000,3,500,
1000,3,498,
1000,3,496,
1000,3,494,
1000,3,492,
1000,3,490,
1000,3,488,
1000,3,486,
1000,3,484,
1000,3,482,
1000,3,480,
1000,3,478,
1000,3,476,
1000,3,474,
1000,3,472,
1000,3,470,
1000,3,468,
1000,3,466,
1000,3,464,
1000,3,462,
1000,3,460,
1000,3,458,
1000,3,456,
1000,3,454,
1000,3,452,
1000,3,450,
1000,3,448,
1000,3,446,
1000,3,444,
1000,3,442,
1000,3,440,
1000,3,438,
1000,3,436,
1000,3,434,
1000,3,432,
1000,3,430,
1000,3,428,
1000,3,426,
1000,3,424,
1000,3,422,
1000,3,420,
1000,3,418,
1000,3,416,
1000,3,414,
1000,3,412,
1000,3,410,
1000,3,408,
1000,3,406,
1000,3,404,
1000,3,402,
1000,3,400,
1000,3,398,
1000,3,396,
1000,3,394,
1000,3,392,
1000,3,390,
1000,3,388,
1000,3,386,
1000,3,384,
1000,3,382,
1000,3,380,
1000,3,378,
1000,3,376,
1000,3,374,
1000,3,372,
1000,3,370,
1000,3,368,
1000,3,366,
1000,3,364,
1000,3,362,
1000,3,360,
1000,3,358,
1000,3,356,
1000,3,354,
1000,3,352,
1000,3,350,
1000,3,348,
1000,3,346,
1000,3,344,
1000,3,342,
1000,3,340,
1000,3,338,
1000,3,336,
1000,3,334,
1000,3,332,
1000,3,330,
1000,3,328,
1000,3,326,
1000,3,324,
1000,3,322,
1000,3,320,
1000,3,318,
1000,3,316,
1000,3,314,
1000,3,312,
1000,3,310,
1000,3,308,
1000,3,306,
1000,3,304,
1000,3,302,
1000,3,300,
1000,3,298,
1000,3,296,
1000,3,294,
1000,3,292,
1000,3,290,
1000,3,288,
1000,3,286,
1000,3,284,
1000,3,282,
1000,3,280,
1000,3,278,
1000,3,276,
1000,3,274,
1000,3,272,
1000,3,270,
1000,3,268,
1000,3,266,
1000,3,264,
1000,3,262,
1000,3,260,
1000,3,258,
1000,3,256,
1000,3,254,
1000,3,252,
1000,3,250,
1000,3,248,
1000,3,246,
1000,3,244,
1000,3,242,
1000,3,240,
1000,3,238,
1000,3,236,
1000,3,234,
1000,3,232,
1000,3,230,
1000,4,228,
1000,3,226,
1000,3,224,
1000,3,222,
1000,3,220,
1000,3,218,
1000,3,216,
1000,3,214,
1000,3,212,
1000,3,210,
1000,3,208,
1000,3,206,
1000,3,204,
1000,3,202,
1000,3,200,
1000,3,198,
1000,3,196,
1000,3,194,
1000,3,192,
1000,3,190,
1000,3,188,
1000,3,186,
1000,3,184,
1000,3,182,
1000,3,180,
1000,3,178,
1000,3,176,
1000,3,174,
1000,3,172,
1000,3,170,
1000,3,168,
1000,3,166,
1000,3,164,
1000,3,162,
1000,3,160,
1000,3,158,
1000,3,156,
1000,3,154,
1000,3,152,
1000,3,150,
1000,3,148,
1000,3,146,
1000,3,144,
1000,3,142,
1000,3,140,
1000,3,138,
1000,4,136,
1000,3,134,
1000,3,132,
1000,3,130,
1000,3,128,
1000,3,126,
1000,3,124,
1000,3,122,
1000,3,120,
1000,3,118,
1000,3,116,
1000,3,114,
1000,3,112,
1000,3,110,
1000,3,108,
1000,3,106,
1000,3,104,
1000,3,102,
1000,3,100,
1000,3,98,
1000,3,96,
1000,3,94,
1000,3,92,
1000,3,90,
1000,3,88,
1000,3,86,
1000,3,84,
1000,3,82,
1000,3,80,
1000,3,78,
1000,3,76,
1000,3,74,
1000,3,72,
1000,3,70,
1000,3,68,
1000,3,66,
1000,3,64,
1000,3,62,
1000,3,60,
1000,3,58,
1000,3,56,
1000,3,54,
1000,3,52,
1000,3,50,
1000,3,48,
1000,3,46,
1000,3,44,
1000,3,42,
1000,3,40,
1000,3,38,
1000,3,36,
1000,3,34,
1000,3,32,
1000,3,30,
1000,3,28,
1000,3,26,
1000,3,24,
1000,3,22,
1000,3,20,
1000,3,18,
1000,3,16,
1000,3,14,
1000,3,12,
1000,3,10,
1000,3,8,
1000,3,6,
1000,3,4,
1000,3,2,
10000,3,4000,
10000,3,3998,
10000,3,3996,
10000,3,3994,
10000,3,3992,
10000,3,3990,
10000,3,3988,
10000,3,3986,
10000,4,3984,
10000,3,3982,
10000,4,3980,
10000,3,3978,
10000,3,3976,
10000,4,3974,
10000,3,3972,
10000,3,3970,
10000,3,3968,
10000,3,3966,
10000,3,3964,
10000,3,3962,
10000,3,3960,
10000,3,3958,
10000,3,3956,
10000,3,3954,
10000,3,3952,
10000,3,3950,
10000,3,3948,
10000,3,3946,
10000,3,3944,
10000,4,3942,
10000,3,3940,
10000,3,3938,
10000,3,3936,
10000,3,3934,
10000,3,3932,
10000,3,3930,
10000,3,3928,
10000,3,3926,
10000,3,3924,
10000,3,3922,
10000,3,3920,
10000,3,3918,
10000,3,3916,
10000,3,3914,
10000,3,3912,
10000,3,3910,
10000,3,3908,
10000,3,3906,
10000,3,3904,
10000,3,3902,
10000,3,3900,
10000,3,3898,
10000,3,3896,
10000,3,3894,
10000,3,3892,
10000,3,3890,
10000,3,3888,
10000,3,3886,
10000,4,3884,
10000,3,3882,
10000,3,3880,
10000,3,3878,
10000,3,3876,
10000,3,3874,
10000,3,3872,
10000,3,3870,
10000,3,3868,
10000,3,3866,
10000,4,3864,
10000,3,3862,
10000,4,3860,
10000,3,3858,
10000,3,3856,
10000,3,3854,
10000,3,3852,
10000,3,3850,
10000,3,3848,
10000,3,3846,
10000,3,3844,
10000,3,3842,
10000,4,3840,
10000,3,3838,
10000,3,3836,
10000,3,3834,
10000,3,3832,
10000,3,3830,
10000,3,3828,
10000,3,3826,
10000,3,3824,
10000,3,3822,
10000,3,3820,
10000,3,3818,
10000,3,3816,
10000,3,3814,
10000,3,3812,
10000,3,3810,
10000,3,3808,
10000,3,3806,
10000,3,3804,
10000,4,3802,
10000,3,3800,
10000,3,3798,
10000,4,3796,
10000,3,3794,
10000,3,3792,
10000,3,3790,
10000,3,3788,
10000,3,3786,
10000,3,3784,
10000,3,3782,
10000,3,3780,
10000,3,3778,
10000,3,3776,
10000,3,3774,
10000,3,3772,
10000,3,3770,
10000,3,3768,
10000,3,3766,
10000,3,3764,
10000,3,3762,
10000,3,3760,
10000,3,3758,
10000,4,3756,
10000,3,3754,
10000,3,3752,
10000,3,3750,
10000,3,3748,
10000,3,3746,
10000,3,3744,
10000,3,3742,
10000,3,3740,
10000,3,3738,
10000,3,3736,
10000,3,3734,
10000,3,3732,
10000,3,3730,
10000,3,3728,
10000,4,3726,
10000,3,3724,
10000,3,3722,
10000,3,3720,
10000,3,3718,
10000,3,3716,
10000,3,3714,
10000,4,3712,
10000,3,3710,
10000,3,3708,
10000,3,3706,
10000,3,3704,
10000,3,3702,
10000,3,3700,
10000,3,3698,
10000,3,3696,
10000,3,3694,
10000,3,3692,
10000,3,3690,
10000,3,3688,
10000,3,3686,
10000,3,3684,
10000,3,3682,
10000,3,3680,
10000,3,3678,
10000,3,3676,
10000,3,3674,
10000,3,3672,
10000,4,3670,
10000,3,3668,
10000,3,3666,
10000,3,3664,
10000,3,3662,
10000,3,3660,
10000,3,3658,
10000,3,3656,
10000,3,3654,
10000,3,3652,
10000,3,3650,
10000,3,3648,
10000,3,3646,
10000,3,3644,
10000,3,3642,
10000,3,3640,
10000,3,3638,
10000,3,3636,
10000,3,3634,
10000,3,3632,
10000,3,3630,
10000,3,3628,
10000,3,3626,
10000,3,3624,
10000,3,3622,
10000,3,3620,
10000,3,3618,
10000,3,3616,
10000,3,3614,
10000,3,3612,
10000,3,3610,
10000,3,3608,
10000,3,3606,
10000,3,3604,
10000,3,3602,
10000,4,3600,
10000,4,3598,
10000,3,3596,
10000,3,3594,
10000,3,3592,
10000,3,3590,
10000,3,3588,
10000,3,3586,
10000,3,3584,
10000,4,3582,
10000,4,3580,
10000,3,3578,
10000,3,3576,
10000,3,3574,
10000,3,3572,
10000,3,3570,
10000,3,3568,
10000,3,3566,
10000,3,3564,
10000,4,3562,
10000,3,3560,
10000,3,3558,
10000,3,3556,
10000,3,3554,
10000,3,3552,
10000,3,3550,
10000,3,3548,
10000,3,3546,
10000,3,3544,
10000,3,3542,
10000,3,3540,
10000,3,3538,
10000,3,3536,
10000,3,3534,
10000,3,3532,
10000,3,3530,
10000,3,3528,
10000,3,3526,
10000,3,3524,
10000,3,3522,
10000,3,3520,
10000,3,3518,
10000,3,3516,
10000,3,3514,
10000,3,3512,
10000,3,3510,
10000,3,3508,
10000,3,3506,
10000,3,3504,
10000,3,3502,
10000,3,3500,
10000,3,3498,
10000,3,3496,
10000,3,3494,
10000,3,3492,
10000,3,3490,
10000,3,3488,
10000,3,3486,
10000,3,3484,
10000,3,3482,
10000,4,3480,
10000,3,3478,
10000,3,3476,
10000,3,3474,
10000,4,3472,
10000,3,3470,
10000,3,3468,
10000,3,3466,
10000,3,3464,
10000,3,3462,
10000,3,3460,
10000,3,3458,
10000,3,3456,
10000,3,3454,
10000,3,3452,
10000,3,3450,
10000,3,3448,
10000,3,3446,
10000,3,3444,
10000,3,3442,
10000,3,3440,
10000,3,3438,
10000,3,3436,
10000,3,3434,
10000,3,3432,
10000,3,3430,
10000,3,3428,
10000,3,3426,
10000,3,3424,
10000,3,3422,
10000,3,3420,
10000,3,3418,
10000,4,3416,
10000,3,3414,
10000,3,3412,
10000,3,3410,
10000,3,3408,
10000,3,3406,
10000,3,3404,
10000,3,3402,
10000,3,3400,
10000,3,3398,
10000,3,3396,
10000,3,3394,
10000,3,3392,
10000,3,3390,
10000,3,3388,
10000,3,3386,
10000,3,3384,
10000,3,3382,
10000,3,3380,
10000,3,3378,
10000,3,3376,
10000,3,3374,
10000,3,3372,
10000,3,3370,
10000,3,3368,
10000,3,3366,
10000,3,3364,
10000,3,3362,
10000,3,3360,
10000,3,3358,
10000,3,3356,
10000,3,3354,
10000,3,3352,
10000,3,3350,
10000,3,3348,
10000,4,3346,
10000,3,3344,
10000,3,3342,
10000,3,3340,
10000,3,3338,
10000,3,3336,
10000,3,3334,
10000,3,3332,
10000,3,3330,
10000,3,3328,
10000,3,3326,
10000,3,3324,
10000,3,3322,
10000,4,3320,
10000,3,3318,
10000,3,3316,
10000,3,3314,
10000,3,3312,
10000,3,3310,
10000,3,3308,
10000,4,3306,
10000,3,3304,
10000,3,3302,
10000,3,3300,
10000,3,3298,
10000,3,3296,
10000,3,3294,
10000,3,3292,
10000,3,3290,
10000,3,3288,
10000,3,3286,
10000,3,3284,
10000,3,3282,
10000,3,3280,
10000,3,3278,
10000,3,3276,
10000,3,3274,
10000,3,3272,
10000,3,3270,
10000,3,3268,
10000,3,3266,
10000,3,3264,
10000,3,3262,
10000,3,3260,
10000,3,3258,
10000,3,3256,
10000,3,3254,
10000,3,3252,
10000,3,3250,
10000,3,3248,
10000,3,3246,
10000,3,3244,
10000,3,3242,
10000,3,3240,
10000,4,3238,
10000,3,3236,
10000,3,3234,
10000,4,3232,
10000,3,3230,
10000,3,3228,
10000,3,3226,
10000,3,3224,
10000,3,3222,
10000,3,3220,
10000,3,3218,
10000,3,3216,
10000,4,3214,
10000,3,3212,
10000,3,3210,
10000,3,3208,
10000,3,3206,
10000,3,3204,
10000,3,3202,
10000,3,3200,
10000,3,3198,
10000,3,3196,
10000,3,3194,
10000,3,3192,
10000,3,3190,
10000,4,3188,
10000,3,3186,
10000,3,3184,
10000,3,3182,
10000,4,3180,
10000,3,3178,
10000,3,3176,
10000,3,3174,
10000,3,3172,
10000,3,3170,
10000,3,3168,
10000,3,3166,
10000,3,3164,
10000,3,3162,
10000,3,3160,
10000,3,3158,
10000,3,3156,
10000,3,3154,
10000,3,3152,
10000,3,3150,
10000,3,3148,
10000,3,3146,
10000,3,3144,
10000,3,3142,
10000,3,3140,
10000,3,3138,
10000,3,3136,
10000,3,3134,
10000,3,3132,
10000,3,3130,
10000,3,3128,
10000,3,3126,
10000,3,3124,
10000,3,3122,
10000,3,3120,
10000,3,3118,
10000,3,3116,
10000,3,3114,
10000,3,3112,
10000,3,3110,
10000,3,3108,
10000,3,3106,
10000,3,3104,
10000,3,3102,
10000,3,3100,
10000,3,3098,
10000,3,3096,
10000,3,3094,
10000,3,3092,
10000,3,3090,
10000,3,3088,
10000,3,3086,
10000,3,3084,
10000,3,3082,
10000,3,3080,
10000,3,3078,
10000,3,3076,
10000,3,3074,
10000,3,3072,
10000,3,3070,
10000,3,3068,
10000,3,3066,
10000,3,3064,
10000,3,3062,
10000,3,3060,
10000,3,3058,
10000,3,3056,
10000,3,3054,
10000,3,3052,
10000,3,3050,
10000,3,3048,
10000,3,3046,
10000,3,3044,
10000,3,3042,
10000,3,3040,
10000,3,3038,
10000,3,3036,
10000,3,3034,
10000,3,3032,
10000,3,3030,
10000,3,3028,
10000,3,3026,
10000,3,3024,
10000,3,3022,
10000,3,3020,
10000,3,3018,
10000,3,3016,
10000,4,3014,
10000,3,3012,
10000,3,3010,
10000,3,3008,
10000,3,3006,
10000,3,3004,
10000,3,3002,
10000,3,3000,
10000,3,2998,
10000,3,2996,
10000,3,2994,
10000,3,2992,
10000,3,2990,
10000,3,2988,
10000,3,2986,
10000,3,2984,
10000,3,2982,
10000,3,2980,
10000,3,2978,
10000,3,2976,
10000,3,2974,
10000,4,2972,
10000,3,2970,
10000,3,2968,
10000,3,2966,
10000,3,2964,
10000,3,2962,
10000,3,2960,
10000,3,2958,
10000,3,2956,
10000,3,2954,
10000,3,2952,
10000,4,2950,
10000,3,2948,
10000,3,2946,
10000,3,2944,
10000,3,2942,
10000,3,2940,
10000,3,2938,
10000,3,2936,
10000,3,2934,
10000,3,2932,
10000,3,2930,
10000,3,2928,
10000,3,2926,
10000,3,2924,
10000,3,2922,
10000,3,2920,
10000,3,2918,
10000,3,2916,
10000,3,2914,
10000,3,2912,
10000,3,2910,
10000,3,2908,
10000,3,2906,
10000,3,2904,
10000,3,2902,
10000,3,2900,
10000,3,2898,
10000,3,2896,
10000,3,2894,
10000,3,2892,
10000,3,2890,
10000,3,2888,
10000,4,2886,
10000,3,2884,
10000,4,2882,
10000,3,2880,
10000,3,2878,
10000,4,2876,
10000,3,2874,
10000,3,2872,
10000,3,2870,
10000,3,2868,
10000,3,2866,
10000,3,2864,
10000,3,2862,
10000,3,2860,
10000,3,2858,
10000,3,2856,
10000,3,2854,
10000,3,2852,
10000,3,2850,
10000,3,2848,
10000,3,2846,
10000,3,2844,
10000,3,2842,
10000,3,2840,
10000,3,2838,
10000,3,2836,
10000,3,2834,
10000,3,2832,
10000,3,2830,
10000,3,2828,
10000,3,2826,
10000,3,2824,
10000,3,2822,
10000,3,2820,
10000,3,2818,
10000,3,2816,
10000,3,2814,
10000,3,2812,
10000,3,2810,
10000,3,2808,
10000,3,2806,
10000,3,2804,
10000,3,2802,
10000,3,2800,
10000,3,2798,
10000,3,2796,
10000,3,2794,
10000,3,2792,
10000,3,2790,
10000,3,2788,
10000,3,2786,
10000,3,2784,
10000,3,2782,
10000,3,2780,
10000,3,2778,
10000,3,2776,
10000,3,2774,
10000,3,2772,
10000,3,2770,
10000,3,2768,
10000,3,2766,
10000,3,2764,
10000,4,2762,
10000,3,2760,
10000,3,2758,
10000,3,2756,
10000,3,2754,
10000,3,2752,
10000,3,2750,
10000,3,2748,
10000,3,2746,
10000,3,2744,
10000,3,2742,
10000,3,2740,
10000,3,2738,
10000,3,2736,
10000,3,2734,
10000,3,2732,
10000,3,2730,
10000,3,2728,
10000,3,2726,
10000,3,2724,
10000,3,2722,
10000,3,2720,
10000,3,2718,
10000,3,2716,
10000,3,2714,
10000,3,2712,
10000,3,2710,
10000,3,2708,
10000,3,2706,
10000,3,2704,
10000,3,2702,
10000,3,2700,
10000,3,2698,
10000,3,2696,
10000,3,2694,
10000,3,2692,
10000,3,2690,
10000,3,2688,
10000,3,2686,
10000,3,2684,
10000,3,2682,
10000,3,2680,
10000,3,2678,
10000,3,2676,
10000,3,2674,
10000,3,2672,
10000,3,2670,
10000,3,2668,
10000,3,2666,
10000,3,2664,
10000,3,2662,
10000,3,2660,
10000,3,2658,
10000,3,2656,
10000,3,2654,
10000,3,2652,
10000,4,2650,
10000,3,2648,
10000,3,2646,
10000,3,2644,
10000,3,2642,
10000,3,2640,
10000,3,2638,
10000,3,2636,
10000,3,2634,
10000,3,2632,
10000,4,2630,
10000,4,2628,
10000,3,2626,
10000,3,2624,
10000,3,2622,
10000,3,2620,
10000,3,2618,
10000,3,2616,
10000,3,2614,
10000,3,2612,
10000,3,2610,
10000,3,2608,
10000,3,2606,
10000,3,2604,
10000,3,2602,
10000,4,2600,
10000,3,2598,
10000,3,2596,
10000,3,2594,
10000,3,2592,
10000,3,2590,
10000,3,2588,
10000,3,2586,
10000,3,2584,
10000,3,2582,
10000,3,2580,
10000,3,2578,
10000,3,2576,
10000,4,2574,
10000,3,2572,
10000,3,2570,
10000,3,2568,
10000,3,2566,
10000,3,2564,
10000,3,2562,
10000,3,2560,
10000,3,2558,
10000,3,2556,
10000,3,2554,
10000,3,2552,
10000,3,2550,
10000,3,2548,
10000,3,2546,
10000,4,2544,
10000,3,2542,
10000,3,2540,
10000,3,2538,
10000,3,2536,
10000,3,2534,
10000,4,2532,
10000,3,2530,
10000,3,2528,
10000,3,2526,
10000,3,2524,
10000,3,2522,
10000,3,2520,
10000,3,2518,
10000,4,2516,
10000,3,2514,
10000,3,2512,
10000,3,2510,
10000,3,2508,
10000,3,2506,
10000,3,2504,
10000,3,2502,
10000,3,2500,
10000,3,2498,
10000,3,2496,
10000,3,2494,
10000,3,2492,
10000,3,2490,
10000,3,2488,
10000,4,2486,
10000,3,2484,
10000,3,2482,
10000,3,2480,
10000,3,2478,
10000,3,2476,
10000,3,2474,
10000,3,2472,
10000,3,2470,
10000,3,2468,
10000,3,2466,
10000,3,2464,
10000,3,2462,
10000,3,2460,
10000,3,2458,
10000,3,2456,
10000,3,2454,
10000,3,2452,
10000,3,2450,
10000,3,2448,
10000,3,2446,
10000,3,2444,
10000,3,2442,
10000,3,2440,
10000,3,2438,
10000,3,2436,
10000,3,2434,
10000,3,2432,
10000,3,2430,
10000,3,2428,
10000,3,2426,
10000,3,2424,
10000,4,2422,
10000,3,2420,
10000,3,2418,
10000,3,2416,
10000,3,2414,
10000,3,2412,
10000,3,2410,
10000,3,2408,
10000,3,2406,
10000,3,2404,
10000,3,2402,
10000,3,2400,
10000,3,2398,
10000,3,2396,
10000,3,2394,
10000,3,2392,
10000,4,2390,
10000,3,2388,
10000,3,2386,
10000,3,2384,
10000,4,2382,
10000,3,2380,
10000,3,2378,
10000,3,2376,
10000,3,2374,
10000,3,2372,
10000,3,2370,
10000,3,2368,
10000,3,2366,
10000,3,2364,
10000,3,2362,
10000,3,2360,
10000,3,2358,
10000,4,2356,
10000,3,2354,
10000,3,2352,
10000,3,2350,
10000,3,2348,
10000,3,2346,
10000,3,2344,
10000,3,2342,
10000,3,2340,
10000,3,2338,
10000,4,2336,
10000,3,2334,
10000,3,2332,
10000,3,2330,
10000,3,2328,
10000,3,2326,
10000,3,2324,
10000,3,2322,
10000,3,2320,
10000,3,2318,
10000,3,2316,
10000,3,2314,
10000,3,2312,
10000,3,2310,
10000,3,2308,
10000,3,2306,
10000,3,2304,
10000,3,2302,
10000,3,2300,
10000,3,2298,
10000,3,2296,
10000,3,2294,
10000,3,2292,
10000,3,2290,
10000,3,2288,
10000,3,2286,
10000,3,2284,
10000,3,2282,
10000,3,2280,
10000,3,2278,
10000,3,2276,
10000,3,2274,
10000,3,2272,
10000,3,2270,
10000,3,2268,
10000,3,2266,
10000,3,2264,
10000,3,2262,
10000,3,2260,
10000,3,2258,
10000,3,2256,
10000,3,2254,
10000,4,2252,
10000,3,2250,
10000,3,2248,
10000,3,2246,
10000,3,2244,
10000,3,2242,
10000,3,2240,
10000,3,2238,
10000,3,2236,
10000,3,2234,
10000,3,2232,
10000,3,2230,
10000,3,2228,
10000,3,2226,
10000,3,2224,
10000,3,2222,
10000,3,2220,
10000,3,2218,
10000,3,2216,
10000,3,2214,
10000,3,2212,
10000,3,2210,
10000,3,2208,
10000,4,2206,
10000,3,2204,
10000,3,2202,
10000,3,2200,
10000,3,2198,
10000,3,2196,
10000,3,2194,
10000,3,2192,
10000,4,2190,
10000,3,2188,
10000,3,2186,
10000,3,2184,
10000,3,2182,
10000,3,2180,
10000,3,2178,
10000,3,2176,
10000,3,2174,
10000,3,2172,
10000,3,2170,
10000,3,2168,
10000,3,2166,
10000,3,2164,
10000,3,2162,
10000,3,2160,
10000,3,2158,
10000,3,2156,
10000,3,2154,
10000,3,2152,
10000,3,2150,
10000,3,2148,
10000,3,2146,
10000,3,2144,
10000,3,2142,
10000,3,2140,
10000,3,2138,
10000,3,2136,
10000,3,2134,
10000,3,2132,
10000,4,2130,
10000,3,2128,
10000,3,2126,
10000,3,2124,
10000,3,2122,
10000,3,2120,
10000,3,2118,
10000,3,2116,
10000,3,2114,
10000,3,2112,
10000,3,2110,
10000,3,2108,
10000,3,2106,
10000,3,2104,
10000,3,2102,
10000,3,2100,
10000,3,2098,
10000,3,2096,
10000,3,2094,
10000,3,2092,
10000,3,2090,
10000,3,2088,
10000,3,2086,
10000,3,2084,
10000,3,2082,
10000,3,2080,
10000,3,2078,
10000,3,2076,
10000,3,2074,
10000,3,2072,
10000,3,2070,
10000,3,2068,
10000,3,2066,
10000,3,2064,
10000,3,2062,
10000,3,2060,
10000,3,2058,
10000,3,2056,
10000,3,2054,
10000,3,2052,
10000,3,2050,
10000,3,2048,
10000,3,2046,
10000,3,2044,
10000,3,2042,
10000,3,2040,
10000,3,2038,
10000,3,2036,
10000,3,2034,
10000,3,2032,
10000,3,2030,
10000,3,2028,
10000,3,2026,
10000,4,2024,
10000,3,2022,
10000,3,2020,
10000,3,2018,
10000,3,2016,
10000,3,2014,
10000,3,2012,
10000,3,2010,
10000,4,2008,
10000,3,2006,
10000,3,2004,
10000,3,2002,
10000,3,2000,
10000,3,1998,
10000,3,1996,
10000,3,1994,
10000,3,1992,
10000,3,1990,
10000,3,1988,
10000,3,1986,
10000,3,1984,
10000,3,1982,
10000,3,1980,
10000,3,1978,
10000,4,1976,
10000,3,1974,
10000,4,1972,
10000,3,1970,
10000,3,1968,
10000,3,1966,
10000,3,1964,
10000,3,1962,
10000,3,1960,
10000,3,1958,
10000,3,1956,
10000,3,1954,
10000,3,1952,
10000,3,1950,
10000,3,1948,
10000,3,1946,
10000,3,1944,
10000,3,1942,
10000,3,1940,
10000,3,1938,
10000,3,1936,
10000,3,1934,
10000,3,1932,
10000,3,1930,
10000,3,1928,
10000,3,1926,
10000,3,1924,
10000,3,1922,
10000,3,1920,
10000,3,1918,
10000,3,1916,
10000,3,1914,
10000,3,1912,
10000,3,1910,
10000,3,1908,
10000,4,1906,
10000,3,1904,
10000,3,1902,
10000,3,1900,
10000,4,1898,
10000,3,1896,
10000,3,1894,
10000,3,1892,
10000,3,1890,
10000,3,1888,
10000,3,1886,
10000,3,1884,
10000,3,1882,
10000,3,1880,
10000,3,1878,
10000,3,1876,
10000,3,1874,
10000,3,1872,
10000,3,1870,
10000,3,1868,
10000,3,1866,
10000,4,1864,
10000,3,1862,
10000,3,1860,
10000,3,1858,
10000,3,1856,
10000,3,1854,
10000,3,1852,
10000,3,1850,
10000,3,1848,
10000,3,1846,
10000,4,1844,
10000,3,1842,
10000,3,1840,
10000,3,1838,
10000,3,1836,
10000,3,1834,
10000,3,1832,
10000,3,1830,
10000,3,1828,
10000,4,1826,
10000,3,1824,
10000,3,1822,
10000,3,1820,
10000,4,1818,
10000,3,1816,
10000,3,1814,
10000,3,1812,
10000,3,1810,
10000,3,1808,
10000,3,1806,
10000,3,1804,
10000,3,1802,
10000,3,1800,
10000,3,1798,
10000,3,1796,
10000,3,1794,
10000,3,1792,
10000,3,1790,
10000,3,1788,
10000,3,1786,
10000,3,1784,
10000,4,1782,
10000,3,1780,
10000,3,1778,
10000,3,1776,
10000,3,1774,
10000,3,1772,
10000,3,1770,
10000,3,1768,
10000,3,1766,
10000,3,1764,
10000,3,1762,
10000,3,1760,
10000,3,1758,
